x1 [mm] +/- 0.01 mm,x2 [mm] +/- 0.01 mm,x3 [mm] +/- 0.5 mm,L [mm] +/- 0.5 mm,a (Clamped) [mm] +/- 0.01 mm,a (Center) [mm] +/- 0.01 mm,a (Free End) [mm] +/- 0.01 mm,a (Average)[mm] +/- 0.01 mm,b (Clamped) [mm] +/- 0.01 mm,b (Clamped) [mm] +/- 0.01 mm,b (Clamped) [mm] +/- 0.01 mm,b Average [mm] +/- 0.01 mm
25.5,101.66,175.5,255,6.26,6.23,6.42,6.3,6.26,6.32,6.42,6.3
