Gauge 1 Distance [mm] +/- 0.01 mm,Gauge 2 Distance [mm] +/- 0.01 mm,Gauge 3 Distance [mm] +/- 0.5 mm,Distance from clamp to micrometer [mm] +/- 0.5 mm,Thickness of Beam [mm] +/- 0.01 mm,Width of Beam [mm] +/- 0.01 mm
25.5,101.66,175.5,255,6.33,25.61
